,Date,ACB,MWG,MSN,BID,VRE,POW,PLX,HPG,VNM,VHM,TCB,HDB,VIB,VCB,VJC
8316,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,66980,110300
8317,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,66980,108000
8318,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,67650,110300
8319,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,67650,108000
8320,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,66980,110300
8321,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,66980,108000
8322,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,67650,110300
8323,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,67650,108000
8324,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,66980,110300
8325,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,66980,108000
8326,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,67650,110300
8327,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,67650,108000
8328,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,66980,110300
8329,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,66980,108000
8330,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,67650,110300
8331,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,67650,108000
8332,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,66980,110300
8333,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,66980,108000
8334,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,67650,110300
8335,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,67650,108000
8336,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,66980,110300
8337,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,66980,108000
8338,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,67650,110300
8339,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,67650,108000
8340,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,110300
8341,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,108000
8342,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,110300
8343,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,108000
8344,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,110300
8345,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,108000
8346,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,110300
8347,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,108000
8348,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,110300
8349,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,108000
8350,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,110300
8351,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,108000
8352,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,110300
8353,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,108000
8354,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,110300
8355,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,108000
8356,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,110300
8357,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,108000
8358,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14050.0,67650,110300
8359,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14050.0,67650,108000
8360,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14050.0,66980,110300
8361,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14050.0,66980,108000
8362,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14390.0,67650,110300
8363,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14390.0,67650,108000
8364,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14390.0,66980,110300
8365,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13440,14390.0,66980,108000
8366,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14050.0,67650,110300
8367,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14050.0,67650,108000
8368,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14050.0,66980,110300
8369,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14050.0,66980,108000
8370,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14390.0,67650,110300
8371,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14390.0,67650,108000
8372,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14390.0,66980,110300
8373,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,25650,13490,14390.0,66980,108000
8374,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14050.0,67650,110300
8375,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14050.0,67650,108000
8376,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14050.0,66980,110300
8377,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14050.0,66980,108000
8378,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,67650,110300
8379,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,67650,108000
8380,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,66980,110300
8381,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13440,14390.0,66980,108000
8382,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,67650,110300
8383,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,67650,108000
8384,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,66980,110300
8385,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14050.0,66980,108000
8386,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,67650,110300
8387,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,67650,108000
8388,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,66980,110300
8389,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,45700,26300,13490,14390.0,66980,108000
8390,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,67650,110300
8391,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,67650,108000
8392,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,66980,110300
8393,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14050.0,66980,108000
8394,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,67650,110300
8395,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,67650,108000
8396,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,66980,110300
8397,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13440,14390.0,66980,108000
8398,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,67650,110300
8399,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,67650,108000
8400,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,66980,110300
8401,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14050.0,66980,108000
8402,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,67650,110300
8403,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,67650,108000
8404,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,110300
8405,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,108000
8406,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,110300
8407,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,108000
8408,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,110300
8409,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,108000
8410,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,110300
8411,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,108000
8412,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,110300
8413,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,108000
8414,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,110300
8415,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,108000
8416,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,110300
8417,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,108000
8418,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,110300
8419,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,108000
8420,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,110300
8421,2022-12-27,18420,41500,91600,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,108000
8422,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
8423,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
8424,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
8425,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
8426,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
8427,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
8428,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
8429,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
8430,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
8431,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
8432,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
8433,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
8434,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
8435,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
8436,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
8437,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
8438,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
8439,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
8440,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
8441,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
8442,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
8443,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
8444,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
8445,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
8446,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
8447,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
8448,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
8449,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
8450,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
8451,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
8452,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
8453,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
8454,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
8455,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
8456,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
8457,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
8458,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
8459,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
8460,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
8461,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
8462,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
8463,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
8464,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
8465,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
8466,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
8467,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
8468,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
8469,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
8470,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
8471,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
8472,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
8473,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
8474,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
8475,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
8476,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
8477,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
8478,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
8479,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
8480,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
8481,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
8482,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
8483,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
8484,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
8485,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
8486,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
8487,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
8488,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
8489,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
8490,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
8491,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
8492,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
8493,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
8494,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
8495,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
8496,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
8497,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
8498,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
8499,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
8500,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
8501,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
8502,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
8503,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
8504,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
8505,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
8506,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
8507,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
8508,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
8509,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
8510,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
8511,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
8512,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
8513,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
8514,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
8515,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
8516,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
8517,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
8518,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
8519,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
8520,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
8521,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
8522,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
8523,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
8524,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
8525,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
8526,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
8527,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
8528,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
8529,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
8530,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
8531,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
8532,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
8533,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
8534,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
8535,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
8536,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
8537,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
8538,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
8539,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
8540,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
8541,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
8542,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
8543,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
8544,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
8545,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
8546,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
8547,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
8548,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
8549,2022-12-27,18420,41500,91600,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
8550,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
8551,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
8552,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
8553,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
8554,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
8555,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
8556,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
8557,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
8558,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
8559,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
