,Date,ACB,MWG,MSN,BID,VRE,POW,PLX,HPG,VNM,VHM,TCB,HDB,VIB,VCB,VJC
28896,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,110300
28897,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,108000
28898,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,110300
28899,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,108000
28900,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,110300
28901,2022-12-27,18460,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,108000
28902,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
28903,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
28904,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
28905,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
28906,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
28907,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
28908,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
28909,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
28910,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
28911,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
28912,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
28913,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
28914,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
28915,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
28916,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
28917,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
28918,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
28919,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
28920,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
28921,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
28922,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
28923,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
28924,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
28925,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
28926,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
28927,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
28928,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
28929,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
28930,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
28931,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
28932,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
28933,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
28934,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
28935,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
28936,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
28937,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
28938,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
28939,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
28940,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
28941,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
28942,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
28943,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
28944,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
28945,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
28946,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
28947,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
28948,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
28949,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
28950,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
28951,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
28952,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
28953,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
28954,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
28955,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
28956,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
28957,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
28958,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
28959,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
28960,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
28961,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
28962,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
28963,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
28964,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
28965,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
28966,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
28967,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
28968,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
28969,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
28970,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
28971,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
28972,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
28973,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
28974,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
28975,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
28976,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
28977,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
28978,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
28979,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
28980,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
28981,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
28982,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
28983,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
28984,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
28985,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
28986,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
28987,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
28988,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
28989,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
28990,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
28991,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
28992,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
28993,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
28994,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
28995,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
28996,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
28997,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
28998,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
28999,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
29000,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
29001,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
29002,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
29003,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
29004,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
29005,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
29006,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
29007,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
29008,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
29009,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
29010,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
29011,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
29012,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
29013,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
29014,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
29015,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
29016,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
29017,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
29018,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
29019,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
29020,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
29021,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
29022,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
29023,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
29024,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
29025,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
29026,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
29027,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
29028,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
29029,2022-12-27,18460,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
29030,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
29031,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
29032,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
29033,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
29034,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
29035,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
29036,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
29037,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
29038,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
29039,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
29040,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
29041,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
29042,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
29043,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
29044,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
29045,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
29046,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
29047,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
29048,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
29049,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
29050,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
29051,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
29052,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
29053,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
29054,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
29055,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
29056,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
29057,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
29058,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
29059,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
29060,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
29061,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
29062,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
29063,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
29064,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,110300
29065,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,108000
29066,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,110300
29067,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,108000
29068,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,110300
29069,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,108000
29070,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,110300
29071,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,108000
29072,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,110300
29073,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,108000
29074,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,110300
29075,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,108000
29076,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,110300
29077,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,108000
29078,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,110300
29079,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,108000
29080,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,110300
29081,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,108000
29082,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,110300
29083,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,108000
29084,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,110300
29085,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,108000
29086,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,110300
29087,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,108000
29088,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,110300
29089,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,108000
29090,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,110300
29091,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,108000
29092,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,110300
29093,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,108000
29094,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
29095,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
29096,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
29097,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
29098,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
29099,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
29100,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
29101,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
29102,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
29103,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
29104,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
29105,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
29106,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
29107,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
29108,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
29109,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
29110,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
29111,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
29112,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
29113,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
29114,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
29115,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
29116,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
29117,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
29118,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
29119,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
29120,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
29121,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
29122,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
29123,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
29124,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
29125,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
29126,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
29127,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
29128,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,110300
29129,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,108000
29130,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,110300
29131,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,108000
29132,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,110300
29133,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,108000
29134,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,110300
29135,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,108000
29136,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,110300
29137,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,108000
29138,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,110300
29139,2022-12-27,18460,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,108000
